countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,product,commodity_id,unit,priceflag,pricetype,currency,mp_price,usdprice,year,Unit_Weight,Price_Norm,Staple_Type
NGA,2021-02-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,760.75,2.0,2021,,216.94666666666666,Rice (All variants)
NGA,2021-02-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,19700.0,51.75,2021,,225.7733333333333,Maize (All variants)
NGA,2021-02-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,234.6,0.62,2021,1.0,234.6,Maize (All variants)
NGA,2021-02-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,19550.0,51.36,2021,,231.92666666666668,Maize (All variants)
NGA,2021-02-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,26100.0,68.57,2021,,229.25333333333333,Rice (All variants)
NGA,2021-02-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,20850.0,54.77,2021,,226.57999999999998,Rice (All variants)
NGA,2021-02-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,22000.0,57.8,2021,,223.90666666666667,Maize (All variants)
NGA,2021-02-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,22575.0,59.31,2021,,221.23333333333335,Maize (All variants)
NGA,2021-02-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,218.56,0.57,2021,1.0,218.56,Maize (All variants)
NGA,2021-02-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,42000.0,110.34,2021,,210.2175,Rice (All variants)
NGA,2021-02-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1058.0,2.78,2021,,201.875,Rice (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,17250.0,45.32,2021,,193.5325,Maize (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,185.19,0.49,2021,1.0,185.19,Maize (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,192.26,0.51,2021,1.0,192.26,Maize (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,27000.0,70.93,2021,,180.66,Rice (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,38000.0,99.83,2021,,169.06,Rice (All variants)
NGA,2021-02-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,810.0,2.13,2021,,157.45999999999998,Rice (All variants)
NGA,2021-02-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,17625.0,46.3,2021,,145.85999999999999,Maize (All variants)
NGA,2021-02-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,134.26,0.35,2021,1.0,134.26,Maize (All variants)
NGA,2021-02-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,39000.0,102.46,2021,,154.2,Rice (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18080.0,47.5,2021,,174.14000000000001,Maize (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,194.08,0.51,2021,1.0,194.08,Maize (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,18145.0,47.67,2021,,196.68,Maize (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,199.28,0.52,2021,1.0,199.28,Maize (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1349.5,3.55,2021,,215.528,Rice (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,39508.75,103.79,2021,,231.776,Rice (All variants)
NGA,2021-02-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1009.75,2.65,2021,,248.024,Rice (All variants)
NGA,2021-03-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,21735.0,57.11,2021,,264.272,Maize (All variants)
NGA,2021-03-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,280.52,0.74,2021,1.0,280.52,Maize (All variants)
NGA,2021-03-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,320.58,0.84,2021,1.0,320.58,Maize (All variants)
NGA,2021-03-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1982.63,5.21,2021,,288.1733333333333,Rice (All variants)
NGA,2021-03-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,46288.33,121.64,2021,,255.76666666666665,Rice (All variants)
NGA,2021-03-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,20941.67,55.03,2021,,223.35999999999999,Maize (All variants)
NGA,2021-03-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1307.0,3.43,2021,,190.95333333333332,Rice (All variants)
NGA,2021-03-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,24000.0,63.07,2021,,158.54666666666665,Rice (All variants)
NGA,2021-03-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,126.14,0.33,2021,1.0,126.14,Maize (All variants)
NGA,2021-03-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1431.58,3.76,2021,,144.912,Rice (All variants)
NGA,2021-03-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,40250.0,105.77,2021,,163.684,Rice (All variants)
NGA,2021-03-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,41291.67,108.51,2021,,182.456,Rice (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18937.5,49.76,2021,,201.228,Maize (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,220.0,0.58,2021,1.0,220.0,Maize (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,18937.5,49.76,2021,,220.0,Maize (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,220.0,0.58,2021,1.0,220.0,Maize (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1929.17,5.07,2021,,216.666,Rice (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,39208.33,103.03,2021,,213.332,Rice (All variants)
NGA,2021-03-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1060.96,2.79,2021,,209.99800000000002,Rice (All variants)
NGA,2021-03-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,19000.0,49.93,2021,,206.66400000000002,Maize (All variants)
NGA,2021-03-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,203.33,0.53,2021,1.0,203.33,Maize (All variants)
NGA,2021-03-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1700.0,4.47,2021,,199.9325,Rice (All variants)
NGA,2021-03-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,968.87,2.55,2021,,196.53500000000003,Rice (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,19000.0,49.93,2021,,193.13750000000002,Maize (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,189.74,0.5,2021,1.0,189.74,Maize (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,19000.0,49.93,2021,,190.495,Maize (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,191.25,0.5,2021,1.0,191.25,Maize (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,40000.0,105.11,2021,,186.5075,Rice (All variants)
NGA,2021-03-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,989.0,2.6,2021,,181.765,Rice (All variants)
NGA,2021-03-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18083.33,47.52,2021,,177.0225,Maize (All variants)
NGA,2021-03-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,172.28,0.45,2021,1.0,172.28,Maize (All variants)
NGA,2021-03-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1545.75,4.06,2021,,172.444,Rice (All variants)
NGA,2021-03-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,25791.67,67.77,2021,,172.608,Rice (All variants)
NGA,2021-03-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,43875.0,115.29,2021,,172.772,Rice (All variants)
NGA,2021-03-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,16937.5,44.51,2021,,172.936,Maize (All variants)
NGA,2021-03-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,173.1,0.45,2021,1.0,173.1,Maize (All variants)
NGA,2021-03-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,17666.67,46.42,2021,,175.6275,Maize (All variants)
NGA,2021-03-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,20157.5,52.97,2021,,178.155,Maize (All variants)
NGA,2021-03-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,17772.5,46.7,2021,,180.6825,Maize (All variants)
NGA,2021-03-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,183.21,0.48,2021,1.0,183.21,Maize (All variants)
NGA,2021-03-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,23630.0,62.09,2021,,184.46833333333333,Rice (All variants)
NGA,2021-03-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,39789.17,104.56,2021,,185.72666666666666,Rice (All variants)
NGA,2021-03-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,904.0,2.38,2021,,186.985,Rice (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,19314.17,50.75,2021,,188.24333333333334,Maize (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,19314.17,50.75,2021,,189.50166666666667,Maize (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,190.76,0.5,2021,1.0,190.76,Maize (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,22817.5,59.96,2021,,204.44,Rice (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,36170.83,95.05,2021,,218.12,Rice (All variants)
NGA,2021-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,817.54,2.15,2021,,231.79999999999998,Rice (All variants)
NGA,2021-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,245.48,0.65,2021,1.0,245.48,Maize (All variants)
NGA,2021-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,21508.33,56.52,2021,,258.09499999999997,Maize (All variants)
NGA,2021-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,270.71,0.71,2021,1.0,270.71,Maize (All variants)
NGA,2021-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1736.17,4.56,2021,,260.90999999999997,Rice (All variants)
NGA,2021-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1501.87,3.95,2021,,251.10999999999999,Rice (All variants)
NGA,2021-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,22000.0,57.81,2021,,241.31,Maize (All variants)
NGA,2021-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,22700.0,59.65,2021,,231.51,Maize (All variants)
NGA,2021-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1372.21,3.61,2021,,221.70999999999998,Rice (All variants)
NGA,2021-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,22791.67,59.89,2021,,211.91,Rice (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,17000.0,44.67,2021,,202.11,Maize (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,192.31,0.51,2021,1.0,192.31,Maize (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,17975.0,47.23,2021,,182.644,Maize (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1400.0,3.68,2021,,172.978,Rice (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,27000.0,70.95,2021,,163.312,Rice (All variants)
NGA,2021-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,38000.0,99.86,2021,,153.646,Rice (All variants)
NGA,2021-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,143.98,0.38,2021,1.0,143.98,Maize (All variants)
NGA,2021-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,26416.67,69.42,2021,,158.5,Rice (All variants)
NGA,2021-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,44125.0,115.95,2021,,173.01999999999998,Rice (All variants)
NGA,2021-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18772.5,49.33,2021,,187.54,Maize (All variants)
NGA,2021-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,202.06,0.53,2021,1.0,202.06,Maize (All variants)
NGA,2021-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,24449.17,64.25,2021,,235.2125,Rice (All variants)
NGA,2021-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,40308.33,105.92,2021,,268.365,Rice (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,21985.67,57.77,2021,,301.51750000000004,Maize (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,334.67,0.88,2021,1.0,334.67,Maize (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,23147.33,60.83,2021,,359.615,Maize (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,384.56,1.01,2021,1.0,384.56,Maize (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1608.9,4.23,2021,,329.9475,Rice (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,30056.0,78.98,2021,,275.33500000000004,Rice (All variants)
NGA,2021-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1073.47,2.82,2021,,220.72250000000003,Rice (All variants)
NGA,2021-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,166.11,0.44,2021,1.0,166.11,Maize (All variants)
NGA,2021-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,182.97,0.48,2021,1.0,182.97,Maize (All variants)
NGA,2021-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1307.0,3.43,2021,,184.85285714285715,Rice (All variants)
NGA,2021-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,24480.0,64.33,2021,,186.7357142857143,Rice (All variants)
NGA,2021-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1078.87,2.84,2021,,188.61857142857144,Rice (All variants)
NGA,2021-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,15918.0,41.83,2021,,190.50142857142856,Maize (All variants)
NGA,2021-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1110.0,2.92,2021,,192.3842857142857,Rice (All variants)
NGA,2021-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,31256.67,82.14,2021,,194.26714285714286,Rice (All variants)
NGA,2021-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,40346.67,106.02,2021,,196.15,Rice (All variants)
NGA,2021-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,847.1,2.23,2021,,198.03285714285715,Rice (All variants)
NGA,2021-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,19200.0,50.45,2021,,199.9157142857143,Maize (All variants)
NGA,2021-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (imported),64,50 KG,aggregate,Wholesale,NGN,29066.67,76.38,2021,,201.79857142857145,Rice (All variants)
NGA,2021-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,42366.67,111.33,2021,,203.68142857142857,Rice (All variants)
NGA,2021-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1001.63,2.63,2021,,205.56428571428572,Rice (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,19000.0,49.93,2021,,207.44714285714286,Maize (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,209.33,0.55,2021,1.0,209.33,Maize (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,19000.0,49.93,2021,,209.33,Maize (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,209.33,0.55,2021,1.0,209.33,Maize (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1700.0,4.47,2021,,205.78,Rice (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,38200.0,100.38,2021,,202.23000000000002,Rice (All variants)
NGA,2021-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,2.7 KG,aggregate,Retail,NGN,1010.6,2.66,2021,,198.68,Rice (All variants)
NGA,2021-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18450.0,48.48,2021,,195.13000000000002,Maize (All variants)
NGA,2021-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,191.58,0.5,2021,1.0,191.58,Maize (All variants)
NGA,2021-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,18520.0,48.67,2021,,187.57,Maize (All variants)
NGA,2021-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,100 KG,aggregate,Wholesale,NGN,39453.33,103.67,2021,,183.56,Rice (All variants)
NGA,2021-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,100 KG,aggregate,Wholesale,NGN,18050.0,47.43,2021,,179.55,Maize (All variants)
NGA,2021-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,KG,aggregate,Retail,NGN,175.54,0.46,2021,1.0,175.54,Maize (All variants)
NGA,2021-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (yellow),136,100 KG,aggregate,Wholesale,NGN,18633.33,48.96,2021,,179.14,Maize (All variants)
NGA,2021-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (yellow),136,KG,aggregate,Retail,NGN,182.74,0.48,2021,1.0,182.74,Maize (All variants)
NGA,2021-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (imported),64,2.8 KG,aggregate,Retail,NGN,1553.8,4.08,2021,,183.15,Rice (All variants)
